         437420278 function calls (437414804 primitive calls) in 151.708 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      203    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\numpy\_core\shape_base.py:208(_arrays_for_stack_dispatcher)
        1    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\io\parsers\readers.py:1575(__init__)
     1515    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\cell\cell.py:123(coordinate)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\worksheet\protection.py:36(SheetProtection)
       18    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\worksheet\header_footer.py:146(__init__)
      115    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
      100    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\internals\construction.py:405(_check_values_indices_shape_match)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\styles\proxy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\worksheet\page.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\workbook\workbook.py:184(create_sheet)
        6    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\series.py:6201(_construct_result)
      208    0.000    0.000    0.000    0.000 {built-in method builtins.next}
        9    0.000    0.000    0.000    0.000 C:\Python313\Lib\zipfile\__init__.py:1716(_open_to_write)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\formula\tokenizer.py:16(Tokenizer)
     1434    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\packaging\manifest.py:159(_write)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\chart\data_source.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\styles\proxy.py:8(StyleProxy)
      115    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\cell\cell.py:153(check_string)
      104    0.000    0.000    0.000    0.000 C:\Python313\Lib\re\_parser.py:97(closegroup)
      176    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\styles\colors.py:57(__set__)
      105    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\internals\base.py:82(shape)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\workbook\properties.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\internals\construction.py:891(_list_of_dict_to_arrays)
      191    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:982(find_spec)
      114    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\indexes\base.py:7688(maybe_extract_name)
      126    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\dtypes\common.py:137(is_object_dtype)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\packaging\extended.py:1(<module>)
     4074    0.000    0.000    0.000    0.000 {method 'end' of 'xml.etree.ElementTree.TreeBuilder' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\styles\colors.py:1(<module>)
        3    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\internals\managers.py:623(reindex_indexer)
     2285    0.000    0.000    0.000    0.000 C:\Python313\Lib\re\_parser.py:239(__next)
      112    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\_config\config.py:635(_get_root)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\writer\excel.py:96(_merge_vba)
        1    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\series.py:607(_init_dict)
      200    0.000    0.000    0.000    0.000 C:\Python313\Lib\random.py:245(_randbelow_with_getrandbits)
      102    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\internals\managers.py:1764(is_consolidated)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\workbook\external_link\external.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\styles\fills.py:1(<module>)
       55    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\descriptors\base.py:101(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\comments\comment_sheet.py:81(CommentRecord)
      485    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:645(parent)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\drawing\line.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\packaging\core.py:49(DocumentProperties)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\chart\pie_chart.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Python313\Lib\tempfile.py:577(opener)
        1    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\io\parsers\readers.py:1848(_make_engine)
        1    0.000    0.000    0.000    0.000 C:\Python313\Lib\tempfile.py:243(_mkstemp_inner)
      210    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\numpy\_core\_methods.py:58(_any)
     3437    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
       11    0.000    0.000    0.000    0.000 {method 'decompress' of 'zlib.Decompress' objects}
       54    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\worksheet\header_footer.py:93(__init__)
      100    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\scipy\stats\_continuous_distns.py:1641(_rvs)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\chart\bar_chart.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\cell\text.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\io\parsers\python_parser.py:74(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\worksheet\views.py:1(<module>)
      211    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:74(__new__)
       58    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\styles\protection.py:15(__init__)
      104    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\frame.py:1643(__len__)
        2    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\internals\managers.py:2259(_consolidate)
        9    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\internals\blocks.py:1287(take_nd)
      128    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\styles\colors.py:143(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\packaging\custom.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\workbook\views.py:1(<module>)
     4074    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\worksheet\_writer.py:303(write_tail)
       16    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:463(_lock_unlock_module)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\chart\label.py:1(<module>)
       42    0.000    0.000    0.000    0.000 C:\Python313\Lib\enum.py:1605(__and__)
        2    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\internals\construction.py:596(_homogenize)
      495    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\descriptors\sequence.py:27(<genexpr>)
      191    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
      112    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\_config\config.py:676(_translate_key)
      224    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\numpy\_core\numerictypes.py:289(issubclass_)
     3261    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
        9    0.000    0.000    0.000    0.000 {method 'flush' of 'zlib.Compress' objects}
      205    0.000    0.000    0.000    0.000 {built-in method nt._path_splitroot}
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\worksheet\_writer.py:385(cleanup)
      191    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:445(cb)
      115    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\cell\text.py:173(content)
        4    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\worksheet\views.py:83(__init__)
     1306    0.000    0.000    0.000    0.000 C:\Python313\Lib\re\_parser.py:255(match)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\worksheet\page.py:13(PrintPageSetup)
        9    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\array_algos\take.py:59(take_nd)
        1    0.000    0.000    0.000    0.000 {built-in method nt.remove}
      191    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1128(find_spec)
      191    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:232(__init__)
       57    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\styles\fills.py:84(__init__)
     5230    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\cell\read_only.py:108(value)
    24/22    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\descriptors\sequence.py:34(to_tree)
       54    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\descriptors\base.py:81(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\drawing\properties.py:1(<module>)
      103    0.000    0.000    0.000    0.000 {method 'all' of 'numpy.ndarray' objects}
      792    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1226(__exit__)
      200    0.000    0.000    0.000    0.000 C:\Python313\Lib\re\_compiler.py:401(_simple)
      114    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\internals\blocks.py:2645(maybe_coerce_values)
        9    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\array_algos\take.py:120(_take_nd_ndarray)
      842    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\packaging\workbook.py:174(to_tree)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\drawing\picture.py:1(<module>)
      905    0.000    0.000    0.000    0.000 C:\Python313\Lib\re\_parser.py:163(__len__)
       15    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\indexing.py:957(_validate_tuple_indexer)
       31    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\utils\indexed_list.py:14(__init__)
      230    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\construction.py:481(ensure_wrapped_if_datetimelike)
        2    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\styles\colors.py:158(__init__)
     1400    0.000    0.000    0.000    0.000 {method 'findtext' of 'xml.etree.ElementTree.Element' objects}
      792    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1222(__enter__)
        3    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\generic.py:6463(astype)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\workbook\protection.py:1(<module>)
        4    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\worksheet\views.py:141(__init__)
     1322    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:491(_verbose_message)
        3    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\packaging\core.py:83(__init__)
      124    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\internals\blocks.py:2674(get_block_type)
      662    0.000    0.000    0.000    0.000 C:\Python313\Lib\re\_parser.py:175(append)
      211    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:82(remove)
      582    0.000    0.000    0.000    0.000 C:\Python313\Lib\re\_parser.py:292(tell)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\drawing\text.py:102(Font)
        3    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\io\common.py:131(close)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\worksheet\_writer.py:364(close)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\pivot\cache.py:586(SharedItems)
        1    0.000    0.000    0.000    0.000 {method 'close' of 'generator' objects}
      182    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:674(_check_name_wrapper)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\workbook\_writer.py:173(write_root_rels)
        2    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\packaging\relationship.py:88(to_tree)
       24    0.000    0.000    0.000    0.000 C:\Python313\Lib\zipfile\__init__.py:827(read)
      208    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\dtypes\common.py:1331(is_ea_or_datetimelike_dtype)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\chart\plotarea.py:1(<module>)
      100    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\numpy\_core\getlimits.py:493(__new__)
        2    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\reader\workbook.py:73(find_sheets)
      211    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:79(__init__)
       51    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\common.py:97(is_bool_indexer)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\worksheet\scenario.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\reader\excel.py:173(read_properties)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\pivot\record.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\reader\workbook.py:36(rels)
        2    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\descriptors\container.py:31(to_tree)
       38    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\descriptors\serialisable.py:184(__ne__)
        2    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\styles\stylesheet.py:165(_normalise_numbers)
        2    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\defusedxml\common.py:102(iterparse)
        2    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\internals\managers.py:2190(_form_blocks)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\worksheet\datavalidation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method nt.unlink}
      102    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\internals\managers.py:1772(_consolidate_check)
        4    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\internals\managers.py:317(apply)
      142    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\construction.py:696(_sanitize_ndim)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\worksheet\properties.py:1(<module>)
       21    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:169(_path_isdir)
      315    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\internals\base.py:84(<genexpr>)
       30    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\indexing.py:1574(_validate_key)
      191    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\_distutils_hack\__init__.py:101(find_spec)
     1047    0.000    0.000    0.000    0.000 {method 'group' of 're.Match' objects}
        6    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\ops\array_ops.py:288(comparison_op)
       27    0.000    0.000    0.000    0.000 C:\Python313\Lib\zipfile\__init__.py:401(__init__)
      182    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:48(_new_module)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\chart\surface_chart.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\styles\table.py:1(<module>)
        3    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\internals\managers.py:421(astype)
      104    0.000    0.000    0.000    0.000 C:\Python313\Lib\re\_parser.py:85(opengroup)
        9    0.000    0.000    0.000    0.000 {built-in method nt._path_isfile}
        2    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\packaging\workbook.py:128(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\styles\cell_style.py:192(_to_array)
      100    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\programming\Siyona\OrbitalMechanics\ringworld\LGST_Ringworld\SolverSharedCodePlusSolar.py:34(calculate_omega)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\worksheet\cell_range.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\internals\construction.py:928(_finalize_columns_and_data)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\descriptors\excel.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\descriptors\nested.py:1(<module>)
      104    0.000    0.000    0.000    0.000 C:\Python313\Lib\re\_compiler.py:214(_compile_charset)
        6    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\internals\managers.py:2276(_merge_blocks)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\styles\cell_style.py:1(<module>)
        3    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\io\common.py:515(get_compression_method)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\workbook\web.py:1(<module>)
        2    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\indexes\base.py:2313(is_unique)
      230    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\dtypes\common.py:1270(is_1d_only_ea_dtype)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\reader\excel.py:121(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\chart\layout.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\workbook\_writer.py:51(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\packaging\relationship.py:106(get_dependents)
        3    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\workbook\properties.py:40(__init__)
       50    0.000    0.000    0.000    0.000 {built-in method builtins.print}
        1    0.000    0.000    0.000    0.000 C:\Python313\Lib\encodings\cp437.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\packaging\manifest.py:169(_register_mimetypes)
      108    0.000    0.000    0.000    0.000 {method 'clear' of 'xml.etree.ElementTree.Element' objects}
     1515    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\io\formats\excel.py:67(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\reader\excel.py:66(_validate_archive)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\workbook\_writer.py:156(write_rels)
        9    0.000    0.000    0.000    0.000 C:\Python313\Lib\zipfile\__init__.py:1211(__init__)
        4    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\worksheet\properties.py:64(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\styles\stylesheet.py:108(_merge_named_styles)
        2    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\styles\numbers.py:104(is_date_format)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\worksheet\hyperlink.py:1(<module>)
        3    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\indexing.py:2632(check_bool_indexer)
      212    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\indexes\base.py:831(_reset_identity)
        6    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\styles\cell_style.py:93(__init__)
      780    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
      200    0.000    0.000    0.000    0.000 {method 'tolist' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\internals\construction.py:1006(convert_object_array)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\chartsheet\custom.py:1(<module>)
      465    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\indexes\base.py:909(__len__)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\styles\differential.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\chartsheet\relation.py:1(<module>)
      148    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\construction.py:416(extract_array)
       15    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\internals\construction.py:1028(convert)
      381    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\indexes\range.py:999(__len__)
        2    0.000    0.000    0.000    0.000 C:\Python313\Lib\re\__init__.py:174(search)
       18    0.000    0.000    0.000    0.000 C:\Python313\Lib\zipfile\__init__.py:469(FileHeader)
      211    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:173(__exit__)
        3    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\internals\blocks.py:723(astype)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\worksheet\pagebreak.py:1(<module>)
     1495    0.000    0.000    0.000    0.000 {built-in method math.isnan}
      182    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
     1194    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
      731    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
      546    0.000    0.000    0.000    0.000 {built-in method from_bytes}
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\chart\trendline.py:1(<module>)
      300    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\scipy\_lib\_util.py:1089(__getattr__)
      104    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\indexes\base.py:591(_ensure_array)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\worksheet\_writer.py:59(write_properties)
        6    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\frame.py:4626(_get_item_cache)
     1194    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
      100    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\dtypes\common.py:131(<lambda>)
      106    0.000    0.000    0.000    0.000 C:\Python313\Lib\re\_parser.py:448(_uniq)
        3    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\worksheet\protection.py:75(__init__)
