         437420278 function calls (437414804 primitive calls) in 151.708 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\worksheet\_writer.py:150(write_protection)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\drawing\geometry.py:437(GeomGuide)
        1    0.000    0.000    0.000    0.000 C:\Python313\Lib\encodings\utf_8.py:33(getregentry)
        3    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\series.py:978(__array__)
        1    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\io\parsers\python_parser.py:1355(count_empty_vals)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\pivot\fields.py:15(Index)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\chartsheet\publish.py:45(WebPublishItems)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\pivot\table.py:425(ChartFormat)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\worksheet\filters.py:286(CustomFilters)
        8    0.000    0.000    0.000    0.000 {built-in method time.time}
        1    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\internals\construction.py:532(treat_as_nested)
        3    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\io\parsers\python_parser.py:692(_is_line_empty)
        1    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\io\formats\excel.py:538(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\cell\read_only.py:10(ReadOnlyCell)
        9    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\nanops.py:72(check)
        8    0.000    0.000    0.000    0.000 C:\Python313\Lib\zipfile\__init__.py:803(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\drawing\picture.py:88(PictureNonVisual)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\workbook\external_link\external.py:48(ExternalRow)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\pivot\cache.py:64(MeasureGroup)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\compat\strings.py:1(<module>)
        8    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\styles\fonts.py:27(_no_value)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\pivot\fields.py:45(TupleList)
       31    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\styles\cell_style.py:26(__get__)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\drawing\geometry.py:210(Vector3D)
        2    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\indexes\base.py:456(_engine_type)
        2    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\styles\differential.py:62(__init__)
        1    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\io\parsers\readers.py:1674(_check_file_or_buffer)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\packaging\manifest.py:46(Override)
        3    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\descriptors\excel.py:99(__set__)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\styles\colors.py:149(ColorList)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\chart\data_source.py:157(NumDataSource)
        5    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\dtypes\missing.py:673(na_value_for_dtype)
        1    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\io\excel\_base.py:622(raise_if_bad_sheet_by_name)
        1    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\io\parsers\base_parser.py:871(_do_date_conversions)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\drawing\properties.py:90(NonVisualGroupDrawingShapeProps)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\styles\differential.py:50(DifferentialStyleList)
        2    0.000    0.000    0.000    0.000 {method 'min' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 C:\Python313\Lib\tempfile.py:483(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\reader\workbook.py:89(assign_names)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\styles\fills.py:51(Fill)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\chart\layout.py:61(Layout)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\drawing\text.py:291(Spacing)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\chart\data_source.py:104(StrVal)
        4    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\internals\base.py:74(__len__)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\pivot\cache.py:158(ServerFormat)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\chart\pie_chart.py:76(PieChart3D)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\drawing\effect.py:161(AlphaModulateEffect)
        1    0.000    0.000    0.000    0.000 C:\Python313\Lib\pathlib\_abc.py:130(with_segments)
        1    0.000    0.000    0.000    0.000 C:\Python313\Lib\typing.py:379(_remove_dups_flatten)
        3    0.000    0.000    0.000    0.000 C:\Python313\Lib\threading.py:122(RLock)
        3    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\internals\managers.py:948(from_blocks)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\drawing\effect.py:31(LuminanceEffect)
       45    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\indexing.py:941(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\pivot\cache.py:173(Query)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\worksheet\table.py:337(TablePartList)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\pivot\cache.py:759(Consolidation)
        1    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\io\parsers\base_parser.py:350(_maybe_make_multi_index_columns)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\pivot\table.py:190(MemberList)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\worksheet\_writer.py:156(write_scenarios)
        1    0.000    0.000    0.000    0.000 C:\Python313\Lib\dataclasses.py:1331(is_dataclass)
        1    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\util\version\__init__.py:149(__lt__)
        3    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\io\common.py:1117(_maybe_memory_map)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\workbook\workbook.py:148(excel_base_date)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\worksheet\print_settings.py:150(__str__)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\descriptors\excel.py:58(Extension)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\worksheet\_writer.py:176(write_merged_cells)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\worksheet\print_settings.py:62(RowRange)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\pivot\cache.py:779(WorksheetSource)
       11    0.000    0.000    0.000    0.000 C:\Python313\Lib\zipfile\__init__.py:2106(_fpclose)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\worksheet\drawing.py:7(Drawing)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\chart\series.py:175(XYSeries)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:186(__subclasshook__)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\drawing\connector.py:102(ShapeMeta)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\pivot\cache.py:319(GroupMember)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\packaging\custom.py:100(_CustomDocumentPropertyList)
        5    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\io\formats\css.py:67(_border_expander)
       12    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\descriptors\nested.py:95(from_tree)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\worksheet\hyperlink.py:38(HyperlinkList)
        2    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\worksheet\hyperlink.py:45(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\drawing\image.py:21(Image)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\drawing\geometry.py:423(ConnectionSiteList)
       16    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\numpy\_core\_dtype.py:24(_kind_name)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\drawing\graphic.py:113(GraphicObject)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\drawing\properties.py:159(NonVisualGroupShape)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\worksheet\worksheet.py:405(iter_rows)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\worksheet\_reader.py:97(WorkSheetParser)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\worksheet\_writer.py:193(write_validations)
       11    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\internals\blocks.py:214(is_extension)
        5    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\io\excel\_base.py:1414(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\chartsheet\relation.py:11(SheetBackgroundPicture)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\drawing\line.py:66(DashStopList)
        7    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\dtypes\inference.py:300(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\io\common.py:1233(dedup_names)
        2    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\workbook\workbook.py:309(chartsheets)
        3    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\io\formats\excel.py:867(_has_aliases)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\workbook\_writer.py:28(get_active_sheet)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\packaging\custom.py:163(DateTimeProperty)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\packaging\workbook.py:76(PivotCache)
       12    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\dtypes\common.py:1399(_get_dtype)
        1    0.000    0.000    0.000    0.000 {method 'index' of 'str' objects}
        1    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\io\excel\_openpyxl.py:577(sheet_names)
       15    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\io\parsers\base_parser.py:1391(_get_na_values)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\drawing\geometry.py:397(AdjPoint2D)
       27    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
        2    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\dtypes\common.py:1040(needs_i8_conversion)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\drawing\connector.py:34(ConnectorLocking)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\pivot\table.py:149(PivotFilters)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\workbook\workbook.py:417(close)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\styles\named_styles.py:230(_NamedCellStyleList)
       18    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\worksheet\header_footer.py:113(__bool__)
        7    0.000    0.000    0.000    0.000 C:\Python313\Lib\typing.py:1294(_is_dunder)
        2    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\numpy\_core\_methods.py:46(_amin)
        2    0.000    0.000    0.000    0.000 C:\Python313\Lib\pathlib\_local.py:117(__init__)
        3    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\compat\numpy\function.py:413(validate_func)
        3    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\generic.py:4379(_set_is_copy)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\worksheet\_writer.py:162(write_filter)
        8    0.000    0.000    0.000    0.000 <frozen os>:779(check_str)
        7    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\_config\__init__.py:55(using_pyarrow_string_dtype)
        1    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\internals\construction.py:950(_validate_or_indexify_columns)
        1    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\common.py:301(maybe_iterable_to_list)
        4    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\workbook\child.py:15(avoid_duplicate_name)
       26    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
       33    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\descriptors\sequence.py:125(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\workbook\defined_name.py:151(DefinedNameList)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\drawing\geometry.py:368(Path2DList)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.sum}
        3    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
        5    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\packaging\manifest.py:141(findall)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\descriptors\base.py:28(Typed)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\descriptors\excel.py:68(ExtensionList)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\drawing\geometry.py:450(GeomGuideList)
        2    0.000    0.000    0.000    0.000 {built-in method nt._getfullpathname}
        3    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\nanops.py:253(_get_values)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\drawing\xdr.py:24(XDRTransform2D)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\drawing\text.py:569(GeomGuide)
        3    0.000    0.000    0.000    0.000 {method 'nonzero' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\internals\blocks.py:790(copy)
        1    0.000    0.000    0.000    0.000 C:\Python313\Lib\tempfile.py:471(__del__)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\workbook\_writer.py:49(WorkbookWriter)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\chartsheet\custom.py:51(CustomChartsheetViews)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\drawing\connector.py:21(Connection)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\drawing\text.py:617(TextNormalAutofit)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\reader\workbook.py:23(WorkbookParser)
        4    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\indexes\base.py:791(is_)
        3    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\generic.py:592(_get_block_manager_axis)
        2    0.000    0.000    0.000    0.000 C:\Python313\Lib\xml\etree\ElementTree.py:1565(_setevents)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\chart\surface_chart.py:101(SurfaceChart)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\workbook\smart_tags.py:30(SmartTagList)
        3    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\formatting\formatting.py:59(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\drawing\effect.py:138(AlphaModulateFixedEffect)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\drawing\text.py:498(LineBreak)
        4    0.000    0.000    0.000    0.000 C:\Python313\Lib\warnings.py:509(__exit__)
        2    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\packaging\custom.py:253(__len__)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\packaging\custom.py:158(StringProperty)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\pivot\table.py:474(ConditionalFormatList)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\workbook\workbook.py:277(__getitem__)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\workbook\workbook.py:232(remove)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\descriptors\excel.py:45(Percentage)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\formatting\formatting.py:55(ConditionalFormattingList)
        6    0.000    0.000    0.000    0.000 {method 'copy' of 'numpy.ndarray' objects}
        9    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 <frozen codecs>:312(__init__)
       10    0.000    0.000    0.000    0.000 C:\Python313\Lib\inspect.py:302(isclass)
        1    0.000    0.000    0.000    0.000 <frozen posixpath>:176(dirname)
        2    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\io\parsers\base_parser.py:444(_clean_mapping)
        2    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\utils\cell.py:232(quote_sheetname)
       13    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\workbook\child.py:65(title)
        7    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\six.py:194(find_spec)
        3    0.000    0.000    0.000    0.000 <string>:2(__init__)
        3    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup_error}
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:292(__subclasshook__)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\xml\__init__.py:38(defusedxml_env_set)
        1    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\io\formats\excel.py:736(_format_body)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\descriptors\namespace.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\worksheet\copier.py:9(WorksheetCopy)
        6    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\generic.py:667(_info_axis)
       14    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\internals\blocks.py:718(dtype)
        3    0.000    0.000    0.000    0.000 C:\Python313\Lib\zipfile\__init__.py:1529(namelist)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\pivot\table.py:66(RowHierarchiesUsage)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\chart\pie_chart.py:114(CustomSplit)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\utils\units.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\styles\colors.py:170(index)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\worksheet\protection.py:16(_Protected)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\chart\_chart.py:27(AxId)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\drawing\effect.py:118(BiLevelEffect)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\drawing\effect.py:366(SoftEdgesEffect)
       16    0.000    0.000    0.000    0.000 {method 'random' of '_random.Random' objects}
        8    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\util\version\__init__.py:348(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\io\excel\_util.py:310(combine_kwargs)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\cell\cell.py:300(MergedCell)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\styles\colors.py:137(RgbColor)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\drawing\effect.py:128(AlphaReplaceEffect)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\drawing\text.py:281(TabStopList)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\workbook\external_link\external.py:93(ExternalSheetNames)
        2    0.000    0.000    0.000    0.000 C:\Python313\Lib\typing.py:1122(_is_unpacked_typevartuple)
        7    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\indexes\base.py:1671(name)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\packaging\custom.py:129(_TypedProperty)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\programming\Siyona\OrbitalMechanics\ringworld\LGST_Ringworld\StochasticInputRK45Solver.py:68(get_simulation_params)
        6    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\indexes\range.py:553(equals)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\workbook\workbook.py:205(_add_sheet)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\drawing\fill.py:120(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\pivot\table.py:678(AutoSortScope)
